team,year,player,contract_years_remaining,contract_thru,position,full_name,salary_year,salary_total,year_counter,obs,mean_salary,mean_remaining
"Los Angeles Clippers","2007-08","Frahm, Richie",1,"2007-08","F","Richie Frahm",122391,122391,4,4,457185.3,1
"Portland Trail Blazers","2001-02","Brunson, Rick",1,"2001-02","G","Rick Brunson",590850,590850,1,5,813376.6,1
"Chicago Bulls","2002-03","Brunson, Rick",1,"2002-03","G","Rick Brunson",699935,699935,2,5,813376.6,1
"Toronto Raptors","2003-04","Brunson, Rick",1,"2003-04","G","Rick Brunson",813679,813679,3,5,813376.6,1
"Los Angeles Clippers","2004-05","Brunson, Rick",1,"2004-05","G","Rick Brunson",932546,932546,4,5,813376.6,1
"Houston Rockets","2005-06","Brunson, Rick",1,"2005-06","G","Rick Brunson",1029873,1029873,5,5,813376.6,1
"Los Angeles Lakers","2001-02","Fox, Rick",6,"2004-05","F","Rick Fox",3791250,24100000,1,3,4077867,6
"Los Angeles Lakers","2002-03","Fox, Rick",6,"2004-05","F","Rick Fox",3892350,24100000,2,3,4077867,6
"Los Angeles Lakers","2003-04","Fox, Rick",6,"2004-05","F","Rick Fox",4550000,24100000,3,3,4077867,6
"Cleveland Cavaliers","2001-02","Davis, Ricky",4,"2001-02","G","Ricky Davis",1496400,4130000,1,8,4736038,5.25
"Cleveland Cavaliers","2002-03","Davis, Ricky",6,"2007-08","G","Ricky Davis",4545000,34700000,2,8,4736038,5.25
"Cleveland Cavaliers","2003-04","Davis, Ricky",6,"2007-08","G","Ricky Davis",5000000,34700000,3,8,4736038,5.25
"Boston Celtics","2004-05","Davis, Ricky",6,"2007-08","F","Ricky Davis",5455000,34700000,4,8,4736038,5.25
"Minnesota Timberwolves","2005-06","Davis, Ricky",6,"2007-08","G","Ricky Davis",5908500,34700000,5,8,4736038,5.25
"Minnesota Timberwolves","2006-07","Davis, Ricky",6,"2007-08","G","Ricky Davis",6364400,34700000,6,8,4736038,5.25
"Miami Heat","2007-08","Davis, Ricky",6,"2007-08 (p)","G","Ricky Davis",6819000,34700000,7,8,4736038,5.25
"Los Angeles Clippers","2008-09","Davis, Ricky",2,"2009-10","F-G","Ricky Davis",2300000,4700000,8,8,4736038,5.25
"Golden State Warriors","2008-09","Kurz, Rob",1,"2008-09","F","Rob Kurz",425939,425939,1,1,425939,1
"Memphis Grizzlies","2002-03","Archibald, Robert",1,"2002-03","F","Robert Archibald",349458,349458,1,2,456568.5,1
"Phoenix Suns","2003-04","Archibald, Robert",1,"2003-04","F","Robert Archibald",563679,563679,2,2,456568.5,1
"Los Angeles Lakers","2001-02","Horry, Robert",7,"2003-04","F","Robert Horry",5300000,35000000,1,7,3794572,3.857143
"Los Angeles Lakers","2002-03","Horry, Robert",7,"2002-03 (t)","F","Robert Horry",5300000,35000000,2,7,3794572,3.857143
"San Antonio Spurs","2003-04","Horry, Robert",2,"2003-04 (t)","F","Robert Horry",4917000,10500000,3,7,3794572,3.857143
"San Antonio Spurs","2004-05","Horry, Robert",2,"2004-05 (p)","F-C","Robert Horry",1100000,2300000,4,7,3794572,3.857143
"San Antonio Spurs","2005-06","Horry, Robert",3,"2007-08","F-C","Robert Horry",3000000,9995000,5,7,3794572,3.857143
"San Antonio Spurs","2006-07","Horry, Robert",3,"2007-08","F-C","Robert Horry",3315000,9995000,6,7,3794572,3.857143
"San Antonio Spurs","2007-08","Horry, Robert",3,"2007-08","PF","Robert Horry",3630000,9995000,7,7,3794572,3.857143
"New Orleans Hornets","2002-03","Pack, Robert",1,"2002-03","G","Robert Pack",1030000,1030000,1,1,1030000,1
"Seattle SuperSonics","2004-05","Swift, Robert",4,"2007-08 (t)","C","Robert Swift",1641360,7895000,1,5,2293841,4
"Seattle SuperSonics","2005-06","Swift, Robert",4,"2007-08 (t)","C","Robert Swift",1760000,7895000,2,5,2293841,4
"Seattle SuperSonics","2006-07","Swift, Robert",4,"2007-08 (t)","C","Robert Swift",1887600,7895000,3,5,2293841,4
"Seattle SuperSonics","2007-08","Swift, Robert",4,"2007-08 (t)","C","Robert Swift",2601113,7895000,4,5,2293841,4
"Oklahoma City Thunder","2008-09","Swift, Robert",4,"2007-08 (t)","C","Robert Swift",3579131,7895000,5,5,2293841,4
"Charlotte Hornets","2001-02","Traylor, Robert",4,"2001-02","F-C","Robert Traylor",2793505,8970000,1,4,1473376,2.5
"New Orleans Hornets","2002-03","Traylor, Robert",2,"2003-04","F-C","Robert Traylor",750000,1500000,2,4,1473376,2.5
"New Orleans Hornets","2003-04","Traylor, Robert",2,"2003-04","F-C","Robert Traylor",750000,1500000,3,4,1473376,2.5
"Cleveland Cavaliers","2004-05","Traylor, Robert",2,"2005-06 (T)","F-C","Robert Traylor",1600000,3360000,4,4,1473376,2.5
"Utah Jazz","2005-06","Whaley, Robert",2,"2006-07 (t)","C","Robert Whaley",398762,1063000,1,1,398762,2
"Phoenix Suns","2008-09","Lopez, Robin",5,"2012-13","C-F","Robin Lopez",1623720,12101079,1,1,1623720,5
"Miami Heat","2001-02","Strickland, Rod",1,"2001-02","G","Rod Strickland",590850,590850,1,2,810425,1
"Minnesota Timberwolves","2002-03","Strickland, Rod",1,"2002-03","G","Rod Strickland",1030000,1030000,2,2,810425,1
"Sacramento Kings","2003-04","Buford, Rodney",1,"2003-04","F-G","Rodney Buford",663679,663679,1,2,704362.5,1
"New Jersey Nets","2004-05","Buford, Rodney",1,"2004-05","F-G","Rodney Buford",745046,745046,2,2,704362.5,1
"Philadelphia 76ers","2006-07","Carney , Rodney",4,"2009-10 (t)","F","Rodney Carney",1439760,7183000,1,3,1547760,4
"Philadelphia 76ers","2007-08","Carney , Rodney",4,"2009-10 (t)","SF","Rodney Carney",1547760,7183000,2,3,1547760,4
"Minnesota Timberwolves","2008-09","Carney , Rodney",4,"2009-10 (t)","F","Rodney Carney",1655760,7183000,3,3,1547760,4
"Phoenix Suns","2001-02","Rogers, Rodney",3,"2001-02","F","Rodney Rogers",2400000,6600000,1,4,2742875,2.5
"New Jersey Nets","2002-03","Rogers, Rodney",3,"2004-05","F","Rodney Rogers",2796000,9300000,2,4,2742875,2.5
"New Jersey Nets","2003-04","Rogers, Rodney",3,"2004-05","F","Rodney Rogers",3075500,9300000,3,4,2742875,2.5
"Philadelphia 76ers","2004-05","Rogers, Rodney",1,"2004-05","F","Rodney Rogers",2700000,2700000,4,4,2742875,2.5
"Detroit Pistons","2007-08","Stuckey, Rodney",5,"2011-12 (t)","G","Rodney Stuckey",1569600,8930403,1,2,1628460,5
"Detroit Pistons","2008-09","Stuckey, Rodney",5,"2011-12 (t)","G","Rodney Stuckey",1687320,8930403,2,2,1628460,5
"Detroit Pistons","2001-02","White, Rodney",4,"2004-05","F","Rodney White",1693560,7940000,1,4,1814881,3.5
"Denver Nuggets","2002-03","White, Rodney",4,"2003-04 (t)","F","Rodney White",1820520,7940000,2,4,1814881,3.5
"Denver Nuggets","2003-04","White, Rodney",4,"2003-04 (t)","F","Rodney White",1947600,7940000,3,4,1814881,3.5
"Golden State Warriors","2004-05","White, Rodney",2,"2006-07","F","Rodney White",1797845,3800000,4,4,1814881,3.5
"Chicago Bulls","2002-03","Mason, Roger",1,"2002-03","G","Roger Mason",349458,349458,1,5,1185660,1.6
"Chicago Bulls","2003-04","Mason, Roger",3,"2004-05","G","Roger Mason",563679,1610000,2,5,1185660,1.6
"Washington Wizards","2006-07","Mason, Roger",1,"2006-07","G","Roger Mason",744551,744551,3,5,1185660,1.6
"Washington Wizards","2007-08","Mason, Roger",1,"2007-08","G","Roger Mason",770610,770610,4,5,1185660,1.6
"San Antonio Spurs","2008-09","Mason, Roger",2,"2009-10","G","Roger Mason",3500000,7000000,5,5,1185660,1.6
"Toronto Raptors","2008-09","Ukic, Roko",3,"2010-11","G","Roko Ukic",1250000,4000000,1,1,1250000,3
"Chicago Bulls","2001-02","Artest, Ron",4,"2002-03","F-G","Ron Artest",1241760,5390000,1,8,5416315,5.75
"Indiana Pacers","2002-03","Artest, Ron",6,"2007-08 (p)","F-G","Ron Artest",1904860,42000000,2,8,5416315,5.75
"Indiana Pacers","2003-04","Artest, Ron",6,"2007-08 (p)","F-G","Ron Artest",5200000,42000000,3,8,5416315,5.75
"Indiana Pacers","2004-05","Artest, Ron",6,"2007-08 (p)","F","Ron Artest",6157895,42000000,4,8,5416315,5.75
"Sacramento Kings","2005-06","Artest, Ron",6,"2007-08 (p)","F","Ron Artest",6500000,42000000,5,8,5416315,5.75
"Sacramento Kings","2006-07","Artest, Ron",6,"2008-09 (p)","F-G","Ron Artest",7526000,42000000,6,8,5416315,5.75
"Sacramento Kings","2007-08","Artest, Ron",6,"2008-09 (p)","SF","Ron Artest",7400000,42000000,7,8,5416315,5.75
"Houston Rockets","2008-09","Artest, Ron",6,"2008-09 (p)","F","Ron Artest",7400000,42000000,8,8,5416315,5.75
"Chicago Bulls","2001-02","Mercer, Ron",4,"2003-04","G-F","Ron Mercer",6750000,27600000,1,4,5462500,3.5
"Indiana Pacers","2002-03","Mercer, Ron",4,"2003-04 (p)","G-F","Ron Mercer",6750000,27000000,2,4,5462500,3.5
"San Antonio Spurs","2003-04","Mercer, Ron",4,"2003-04","G-F","Ron Mercer",6750000,27000000,3,4,5462500,3.5
"New Jersey Nets","2004-05","Mercer, Ron",2,"2005-06","G-F","Ron Mercer",1600000,3360000,4,4,5462500,3.5
"Detroit Pistons","2004-05","Dupree, Ronald",2,"2005-06","F","Ronald Dupree",620046,1317000,1,4,734199,2
"Minnesota Timberwolves","2005-06","Dupree, Ronald",2,"2005-06","F","Ronald Dupree",719373,1317000,2,4,734199,2
"Detroit Pistons","2006-07","Dupree, Ronald",2,"2007-08 (p)","F","Ronald Dupree",771331,1597000,3,4,734199,2
"Seattle SuperSonics","2007-08","Dupree, Ronald",2,"2007-08 (p)","SF","Ronald Dupree",826046,1597000,4,4,734199,2
"Seattle SuperSonics","2002-03","Murray, Ronald",1,"2003-04","G","Ronald Murray",349458,349458,1,7,1091919,1.857143
"Seattle SuperSonics","2003-04","Murray, Ronald",3,"2004-05","G","Ronald Murray",563679,1610000,2,7,1091919,1.857143
"Seattle SuperSonics","2004-05","Murray, Ronald",3,"2004-05","G","Ronald Murray",695046,1610000,3,7,1091919,1.857143
"Cleveland Cavaliers","2005-06","Murray, Ronald",1,"2005-06","G","Ronald Murray",895248,895248,4,7,1091919,1.857143
"Detroit Pistons","2006-07","Murray, Ronald",2,"2007-08","G","Ronald Murray",1750000,3500000,5,7,1091919,1.857143
"Detroit Pistons","2007-08","Murray, Ronald",2,"2007-08","G","Ronald Murray",1890000,3500000,6,7,1091919,1.857143
"Atlanta Hawks","2008-09","Murray, Ronald",1,"2008-09","G","Ronald Murray",1500000,1500000,7,7,1091919,1.857143
"Utah Jazz","2006-07","Brewer , Ronnie",4,"2009-10","G-F","Ronnie Brewer",1595400,7862000,1,3,1715040,4
"Utah Jazz","2007-08","Brewer , Ronnie",4,"2009-10","G","Ronnie Brewer",1715040,7862000,2,3,1715040,4
"Utah Jazz","2008-09","Brewer , Ronnie",4,"2009-10","G","Ronnie Brewer",1834680,7862000,3,3,1715040,4
"Sacramento Kings","2005-06","Price, Ronnie",2,"2006-07","G","Ronnie Price",398762,1062971,1,4,837742.8,1.5
"Sacramento Kings","2006-07","Price, Ronnie",2,"2006-07","G","Ronnie Price",664209,1062971,2,4,837742.8,1.5
"Utah Jazz","2007-08","Price, Ronnie",1,"2007-08","PG","Ronnie Price",1100000,1100000,3,4,837742.8,1.5
"Utah Jazz","2008-09","Price, Ronnie",1,"2007-08","G","Ronnie Price",1188000,1100000,4,4,837742.8,1.5
"Los Angeles Lakers","2005-06","Turiaf, Ronny",3,"2007-08 (t)","F","Ronny Turiaf",398762,1833581,1,4,1583395,2.75
"Los Angeles Lakers","2006-07","Turiaf, Ronny",2,"2007-08","F","Ronny Turiaf",664209,1063000,2,4,1583395,2.75
"Los Angeles Lakers","2007-08","Turiaf, Ronny",2,"2007-08 (p)","PF","Ronny Turiaf",770610,1063000,3,4,1583395,2.75
"Golden State Warriors","2008-09","Turiaf, Ronny",4,"2011-12","F","Ronny Turiaf",4500000,17000000,4,4,1583395,2.75
"Boston Celtics","2001-02","McLeod, Roshown",4,"2001-02","F","Roshown McLeod",1509001,4250000,1,1,1509001,4
"Indiana Pacers","2008-09","Hibbert, Roy",5,"2012-13","C","Roy Hibbert",1465440,10969759,1,1,1465440,5
"Atlanta Hawks","2004-05","Ivey, Royal",3,"2006-07","G","Royal Ivey",425000,1950000,1,5,666812.6,1.8
"Atlanta Hawks","2005-06","Ivey, Royal",1,"2005-06","G","Royal Ivey",641748,641748,2,5,666812.6,1.8
"Atlanta Hawks","2006-07","Ivey, Royal",3,"2006-07","G","Royal Ivey",641748,1950000,3,5,666812.6,1.8
"Milwaukee Bucks","2007-08","Ivey, Royal",1,"2007-08","G","Royal Ivey",770610,770610,4,5,666812.6,1.8
"Philadelphia 76ers","2008-09","Ivey, Royal",1,"2007-08","G","Royal Ivey",854957,770610,5,5,666812.6,1.8
"Portland Trail Blazers","2001-02","Boumtje-Boumtje, Ruben",1,"2001-02","C","Ruben Boumtje",332817,332817,1,3,494643.7,2
"Portland Trail Blazers","2002-03","Boumtje-Boumtje, Ruben",2,"2002-03","C","Ruben Boumtje",512435,845252,2,3,494643.7,2
"Portland Trail Blazers","2003-04","Boumtje-Boumtje, Ruben",3,"2003-04","C","Ruben Boumtje",638679,1480000,3,3,494643.7,2
"Portland Trail Blazers","2001-02","Patterson, Ruben",6,"2006-07","F-G","Ruben Patterson",4538000,34030000,1,7,4948428,5.285714
"Portland Trail Blazers","2002-03","Patterson, Ruben",6,"2005-06 (p)","F-G","Ruben Patterson",4991800,34030000,2,7,4948428,5.285714
"Portland Trail Blazers","2003-04","Patterson, Ruben",6,"2005-06 (p)","F-G","Ruben Patterson",5435500,34030000,3,7,4948428,5.285714
"Portland Trail Blazers","2004-05","Patterson, Ruben",6,"2005-06 (p)","F-G","Ruben Patterson",5899000,34040000,4,7,4948428,5.285714
"Denver Nuggets","2005-06","Patterson, Ruben",6,"2005-06 (p)","F-G","Ruben Patterson",6744980,34040000,5,7,4948428,5.285714
"Milwaukee Bucks","2006-07","Patterson, Ruben",6,"2006-07","F","Ruben Patterson",6807000,34040000,6,7,4948428,5.285714
"Los Angeles Clippers","2007-08","Patterson, Ruben",1,"2007-08","SF","Ruben Patterson",222717,222717,7,7,4948428,5.285714
"Dallas Mavericks","2001-02","Wolkowyski, Ruben",1,"2001-02","F","Ruben Wolkowyski",465850,465850,1,1,465850,1
"Houston Rockets","2007-08","Fernandez, Rudy",1,"2007-08","G","Rudy Fernandez",1000000,1000000,1,2,1023920,3
"Portland Trail Blazers","2008-09","Fernandez, Rudy",5,"2012-13","G-F","Rudy Fernandez",1047840,8568268,2,2,1023920,3
"Memphis Grizzlies","2006-07","Gay , Rudy",4,"2009-10 (t)","G","Rudy Gay",2242920,10541000,1,3,2411160,4
"Memphis Grizzlies","2007-08","Gay , Rudy",4,"2009-10 (t)","G","Rudy Gay",2411160,10541000,2,3,2411160,4
"Memphis Grizzlies","2008-09","Gay , Rudy",4,"2009-10 (t)","F","Rudy Gay",2579400,10541000,3,3,2411160,4
"Oklahoma City Thunder","2008-09","Westbrook, Russell",5,"2012-13","G","Russell Westbrook",3493680,23053162,1,1,3493680,5
"Houston Rockets","2007-08","Anderson, Ryan",1,"2007-08","F-C","Ryan Anderson",2350000,2350000,1,2,1787600,3
"New Jersey Nets","2008-09","Anderson, Ryan",5,"2012-13","F","Ryan Anderson",1225200,9430431,2,2,1787600,3
"Denver Nuggets","2001-02","Bowen, Ryan",3,"2002-03","F","Ryan Bowen",630850,1580000,1,7,933002.3,2
"Denver Nuggets","2002-03","Bowen, Ryan",3,"2004-05 (t)","F","Ryan Bowen",1111111,3960000,2,7,933002.3,2
"Denver Nuggets","2003-04","Bowen, Ryan",3,"2004-05 (t)","F","Ryan Bowen",1250000,3960000,3,7,933002.3,2
"Houston Rockets","2004-05","Bowen, Ryan",1,"2004-05","F","Ryan Bowen",807046,807046,4,7,933002.3,2
"Houston Rockets","2005-06","Bowen, Ryan",2,"2006-07 (t)","F","Ryan Bowen",900498,1899000,5,7,933002.3,2
"New Orleans Hornets","2007-08","Bowen, Ryan",1,"2008-09","SF","Ryan Bowen",1033930,1033930,6,7,933002.3,2
"New Orleans Hornets","2008-09","Bowen, Ryan",1,"2008-09","F","Ryan Bowen",797581,1033930,7,7,933002.3,2
"Boston Celtics","2005-06","Gomes, Ryan",3,"2006-07","F","Ryan Gomes",398762,1063000,1,4,1333395,3
"Boston Celtics","2006-07","Gomes, Ryan",3,"2006-07","F","Ryan Gomes",664209,1063000,2,4,1333395,3
"Minnesota Timberwolves","2007-08","Gomes, Ryan",1,"2007-08 (p)","SF","Ryan Gomes",770610,770610,3,4,1333395,3
"Minnesota Timberwolves","2008-09","Gomes, Ryan",5,"2012-13","F","Ryan Gomes",3500000,20500000,4,4,1333395,3
"Charlotte Bobcats","2006-07","Hollins , Ryan",2,"2007-08","C","Ryan Hollins",412718,1100000,1,3,690918.3,2
"Charlotte Bobcats","2007-08","Hollins , Ryan",2,"2007-08","C","Ryan Hollins",687456,1100000,2,3,690918.3,2
"Dallas Mavericks","2008-09","Hollins , Ryan",2,"2007-08","C","Ryan Hollins",972581,1100000,3,3,690918.3,2
"Memphis Grizzlies","2002-03","Humphrey, Ryan",4,"2004-05 (t)","F","Ryan Humphrey",1063680,5310000,1,3,1143400,4
"Memphis Grizzlies","2003-04","Humphrey, Ryan",4,"2005-06 (t)","F","Ryan Humphrey",1143360,5310000,2,3,1143400,4
"Memphis Grizzlies","2004-05","Humphrey, Ryan",4,"2005-06 (t)","F","Ryan Humphrey",1223160,5310000,3,3,1143400,4
"Atlanta Hawks","2005-06","Stoudamire, Salim",3,"2007-08 (t)","G","Salim Stoudamire",675000,2227000,1,3,729000,3
"Atlanta Hawks","2006-07","Stoudamire, Salim",3,"2007-08 (t)","G","Salim Stoudamire",729000,2227000,2,3,729000,3
"Atlanta Hawks","2007-08","Stoudamire, Salim",3,"2007-08 (t)","G","Salim Stoudamire",783000,2227000,3,3,729000,3
"Milwaukee Bucks","2001-02","Cassell, Sam",6,"2002-03","G","Sam Cassell",4000000,22500000,1,8,4995910,3
"Milwaukee Bucks","2002-03","Cassell, Sam",3,"2005-06","G","Sam Cassell",4850000,17000000,2,8,4995910,3
"Minnesota Timberwolves","2003-04","Cassell, Sam",3,"2005-06","G","Sam Cassell",5250000,17000000,3,8,4995910,3
"Minnesota Timberwolves","2004-05","Cassell, Sam",3,"2005-06","G","Sam Cassell",6250000,17000000,4,8,4995910,3
"Los Angeles Clippers","2005-06","Cassell, Sam",3,"2005-06","G","Sam Cassell",6180000,17000000,5,8,4995910,3
"Los Angeles Clippers","2006-07","Cassell, Sam",2,"2007-08","G","Sam Cassell",6850000,13000000,6,8,4995910,3
"Los Angeles Clippers","2007-08","Cassell, Sam",2,"2007-08","PG","Sam Cassell",5325000,13000000,7,8,4995910,3
"Sacramento Kings","2008-09","Cassell, Sam",2,"2007-08","G","Sam Cassell",1262275,13000000,8,8,4995910,3
"Philadelphia 76ers","2002-03","Clancy, Sam",2,"2003-04","F","Sam Clancy",349458,861893,1,1,349458,2
"Miami Heat","2001-02","Mack, Sam",1,"2001-02","G-F","Sam Mack",590850,590850,1,1,590850,1
"Minnesota Timberwolves","2001-02","Mitchell, Sam",1,"2001-02","F","Sam Mitchell",590850,590850,1,1,590850,1
"Los Angeles Lakers","2001-02","Walker, Samaki",2,"2002-03","C-F","Samaki Walker",1400000,2940000,1,4,1251262,1.5
"Los Angeles Lakers","2002-03","Walker, Samaki",2,"2002-03","C-F","Samaki Walker",1540000,2940000,2,4,1251262,1.5
"Miami Heat","2003-04","Walker, Samaki",1,"2003-04","C-F","Samaki Walker",1070000,1070000,3,4,1251262,1.5
"Washington Wizards","2004-05","Walker, Samaki",1,"2004-05","F","Samaki Walker",995046,995046,4,4,1251262,1.5
"Philadelphia 76ers","2001-02","Dalembert, Samuel",4,"2004-05","C","Samuel Dalembert",771480,4090000,1,8,5350450,5
"Philadelphia 76ers","2002-03","Dalembert, Samuel",4,"2003-04 (t)","C","Samuel Dalembert",691100,4090000,2,8,5350450,5
"Philadelphia 76ers","2003-04","Dalembert, Samuel",4,"2004-05","C","Samuel Dalembert",887160,4090000,3,8,5350450,5
"Philadelphia 76ers","2004-05","Dalembert, Samuel",4,"2004-05 (t)","C","Samuel Dalembert",1599549,4090000,4,8,5350450,5
"Philadelphia 76ers","2005-06","Dalembert, Samuel",6,"2010-11","C","Samuel Dalembert",8000000,58000000,5,8,5350450,5
"Philadelphia 76ers","2006-07","Dalembert, Samuel",6,"2010-11","C","Samuel Dalembert",9464307,58000000,6,8,5350450,5
"Philadelphia 76ers","2007-08","Dalembert, Samuel",6,"2010-11","C","Samuel Dalembert",10251435,58000000,7,8,5350450,5
"Philadelphia 76ers","2008-09","Dalembert, Samuel",6,"2010-11","C","Samuel Dalembert",11138564,58000000,8,8,5350450,5
"Indiana Pacers","2005-06","Jasikevicius, Sarunas",3,"2007-08","G","Sarunas Jasikevicius",4000000,12000000,1,2,4000000,3
"Golden State Warriors","2006-07","Jasikevicius, Sarunas",3,"2007-08","G","Sarunas Jasikevicius",4000000,12000000,2,2,4000000,3
"Utah Jazz","2003-04","Pavlovic, Sasha",4,"2006-07 (t)","F","Sasha Pavlovic",1107960,5540000,1,5,2503042,3.4
"Cleveland Cavaliers","2004-05","Pavlovic, Sasha",4,"2006-07","F","Sasha Pavlovic",1191000,5576000,2,5,2503042,3.4
"Cleveland Cavaliers","2005-06","Pavlovic, Sasha",4,"2006-07","G-F","Sasha Pavlovic",1270000,5576000,3,5,2503042,3.4
"Cleveland Cavaliers","2007-08","Pavlovic, Sasha",3,"2009-10","SF","Sasha Pavlovic",4250000,12000000,4,5,2503042,3.4
"Cleveland Cavaliers","2008-09","Pavlovic, Sasha",2,"2009-10","G-F","Sasha Pavlovic",4696250,9838750,5,5,2503042,3.4
"Los Angeles Lakers","2004-05","Vujacic, Sasha",4,"2007-08 (t)","G","Sasha Vujacic",846840,4488000,1,5,1802520,3.8
"Los Angeles Lakers","2005-06","Vujacic, Sasha",4,"2007-08 (t)","G","Sasha Vujacic",910000,4488000,2,5,1802520,3.8
"Los Angeles Lakers","2006-07","Vujacic, Sasha",4,"2007-08","G","Sasha Vujacic",973920,4488000,3,5,1802520,3.8
"Los Angeles Lakers","2007-08","Vujacic, Sasha",4,"2007-08","G","Sasha Vujacic",1756951,4488000,4,5,1802520,3.8
"Los Angeles Lakers","2008-09","Vujacic, Sasha",3,"2010-11","G","Sasha Vujacic",4524887,15000000,5,5,1802520,3.8
"Sacramento Kings","2001-02","Pollard, Scot",6,"2005-06","F-C","Scot Pollard",4344188,30700000,1,7,4216275,4.571429
"Sacramento Kings","2002-03","Pollard, Scot",6,"2005-06","F-C","Scot Pollard",4826874,30700000,2,7,4216275,4.571429
"Indiana Pacers","2003-04","Pollard, Scot",6,"2005-06","F-C","Scot Pollard",5310000,30700000,3,7,4216275,4.571429
"Indiana Pacers","2004-05","Pollard, Scot",6,"2005-06","C-F","Scot Pollard",5792250,30700000,4,7,4216275,4.571429
"Indiana Pacers","2005-06","Pollard, Scot",6,"2005-06","C-F","Scot Pollard",6270000,30700000,5,7,4216275,4.571429
"Cleveland Cavaliers","2006-07","Pollard, Scot",1,"2006-07","C-F","Scot Pollard",2200000,2200000,6,7,4216275,4.571429
"Boston Celtics","2007-08","Pollard, Scot",1,"2007-08","C","Scot Pollard",770610,770610,7,7,4216275,4.571429
